ACC_0,ACC_1,ACC_2,BVP,EDA,TEMP,labels
61.0,-14.0,8.0,9.82,4.567029,29.97,2.0
61.0,-14.0,8.0,6.51,4.568308,29.97,2.0
61.0,-14.0,8.0,-0.33,4.568308,29.97,2.0
61.0,-14.0,8.0,-8.72,4.568308,29.97,2.0
61.0,-14.0,8.0,-0.81,4.567029,29.97,2.0
61.0,-14.0,8.0,9.76,4.563191,29.97,2.0
61.0,-14.0,8.0,2.98,4.569587,29.95,2.0
61.0,-13.0,8.0,-1.01,4.568308,29.95,2.0
61.0,-14.0,8.0,-8.41,4.568308,29.95,2.0
61.0,-14.0,8.0,0.34,4.570867,29.95,2.0
61.0,-13.0,8.0,9.15,4.569587,29.95,2.0
61.0,-14.0,8.0,2.47,4.575984,29.95,2.0
61.0,-13.0,8.0,-2.29,4.569587,29.95,2.0
61.0,-13.0,8.0,-10.31,4.572146,29.95,2.0
61.0,-13.0,8.0,6.41,4.561912,29.95,2.0
61.0,-14.0,8.0,7.78,4.572146,29.95,2.0
61.0,-14.0,8.0,-0.16,4.56447,29.95,2.0
61.0,-14.0,8.0,-6.05,4.573425,29.95,2.0
61.0,-14.0,8.0,-12.03,4.56575,29.95,2.0
61.0,-14.0,8.0,5.87,4.575984,29.95,2.0
61.0,-14.0,8.0,3.69,4.567029,29.95,2.0
61.0,-13.0,8.0,-2.09,4.569587,29.95,2.0
61.0,-13.0,8.0,-9.27,4.56575,29.93,2.0
61.0,-13.0,8.0,6.28,4.573425,29.93,2.0
61.0,-14.0,8.0,7.48,4.572146,29.93,2.0
61.0,-14.0,8.0,0.07,4.570867,29.93,2.0
61.0,-14.0,8.0,-5.53,4.56575,29.95,2.0
61.0,-14.0,8.0,-9.45,4.568308,29.95,2.0
61.0,-14.0,8.0,8.09,4.56575,29.95,2.0
61.0,-14.0,8.0,2.83,4.568308,29.95,2.0
61.0,-14.0,8.0,-1.97,4.56575,29.93,2.0
61.0,-14.0,8.0,-12.97,4.573425,29.93,2.0
61.0,-14.0,8.0,12.25,4.567029,29.93,2.0
61.0,-14.0,8.0,4.31,4.574704,29.93,2.0
61.0,-14.0,8.0,-1.59,4.567029,29.97,2.0
61.0,-14.0,8.0,-15.58,4.577263,29.97,2.0
61.0,-14.0,8.0,8.13,4.568308,29.97,2.0
61.0,-14.0,8.0,4.84,4.577263,29.97,2.0
61.0,-14.0,8.0,-5.29,4.563191,29.95,2.0
61.0,-14.0,8.0,0.53,4.575984,29.95,2.0
61.0,-14.0,8.0,5.18,4.567029,29.95,2.0
61.0,-14.0,8.0,-1.47,4.569587,29.95,2.0
61.0,-14.0,8.0,1.16,4.56575,29.95,2.0
61.0,-14.0,8.0,4.67,4.568308,29.95,2.0
61.0,-14.0,8.0,-1.19,4.563191,29.95,2.0
61.0,-14.0,8.0,-0.44,4.56575,29.95,2.0
61.0,-14.0,8.0,10.26,4.567029,29.95,2.0
61.0,-14.0,8.0,6.81,4.572146,29.95,2.0
61.0,-14.0,8.0,-2.48,4.563191,29.95,2.0
61.0,-13.0,8.0,-14.16,4.560633,29.95,2.0
61.0,-14.0,8.0,5.49,4.563191,29.95,2.0
61.0,-13.0,8.0,10.05,4.56447,29.95,2.0
61.0,-13.0,8.0,7.35,4.560633,29.95,2.0
61.0,-13.0,8.0,-3.02,4.561912,29.95,2.0
61.0,-13.0,8.0,-16.7,4.559353,29.93,2.0
61.0,-13.0,8.0,9.54,4.563191,29.93,2.0
61.0,-13.0,8.0,9.03,4.558074,29.93,2.0
61.0,-13.0,8.0,1.67,4.561912,29.93,2.0
61.0,-13.0,8.0,-7.71,4.558074,29.91,2.0
61.0,-13.0,8.0,-15.07,4.559353,29.91,2.0
61.0,-13.0,8.0,9.38,4.54784,29.91,2.0
61.0,-13.0,8.0,3.95,4.560633,29.91,2.0
61.0,-13.0,8.0,-3.49,4.554236,29.95,2.0
61.0,-13.0,8.0,-12.25,4.56447,29.95,2.0
61.0,-13.0,8.0,7.48,4.556795,29.95,2.0
61.0,-13.0,8.0,6.06,4.560633,29.95,2.0
61.0,-13.0,8.0,1.96,4.556795,29.95,2.0
61.0,-13.0,8.0,-6.68,4.56575,29.95,2.0
61.0,-13.0,8.0,-9.79,4.563191,29.95,2.0
61.0,-13.0,8.0,5.71,4.563191,29.95,2.0
61.0,-13.0,8.0,6.61,4.558074,29.93,2.0
61.0,-13.0,8.0,-3.9,4.559353,29.93,2.0
61.0,-13.0,8.0,-14.52,4.559353,29.93,2.0
61.0,-13.0,8.0,6.25,4.560633,29.93,2.0
61.0,-13.0,8.0,8.31,4.558074,29.93,2.0
61.0,-13.0,8.0,1.32,4.567029,29.93,2.0
61.0,-13.0,8.0,-9.68,4.537606,29.93,2.0
61.0,-13.0,8.0,3.67,4.556795,29.93,2.0
61.0,-13.0,8.0,6.15,4.555516,29.93,2.0
61.0,-14.0,8.0,3.36,4.56575,29.93,2.0
61.0,-14.0,8.0,-8.15,4.558074,29.93,2.0
61.0,-14.0,8.0,-6.07,4.567029,29.93,2.0
61.0,-14.0,8.0,6.08,4.552957,29.93,2.0
61.0,-14.0,8.0,4.79,4.567029,29.93,2.0
61.0,-13.0,8.0,-11.98,4.560633,29.93,2.0
61.0,-14.0,8.0,6.6,4.554236,29.93,2.0
61.0,-14.0,8.0,6.58,4.558074,29.93,2.0
61.0,-13.0,8.0,-6.99,4.56575,29.93,2.0
61.0,-13.0,8.0,9.7,4.559353,29.93,2.0
61.0,-13.0,8.0,11.26,4.561912,29.93,2.0
61.0,-13.0,8.0,-1.39,4.563191,29.97,2.0
61.0,-13.0,8.0,-16.55,4.561912,29.97,2.0
61.0,-13.0,8.0,11.32,4.558074,29.97,2.0
61.0,-13.0,8.0,13.57,4.554236,29.97,2.0
61.0,-13.0,8.0,1.46,4.555516,29.95,2.0
61.0,-13.0,8.0,-5.02,4.563191,29.95,2.0
61.0,-13.0,8.0,-19.1,4.555516,29.95,2.0
61.0,-13.0,8.0,11.76,4.559353,29.95,2.0
61.0,-13.0,8.0,11.2,4.555516,29.93,2.0
61.0,-13.0,8.0,-0.2,4.559353,29.93,2.0
61.0,-13.0,8.0,-6.95,4.555516,29.93,2.0
61.0,-13.0,8.0,-14.98,4.559353,29.93,2.0
61.0,-13.0,8.0,5.54,4.554236,29.95,2.0
61.0,-13.0,8.0,7.38,4.563191,29.95,2.0
61.0,-13.0,8.0,-2.83,4.54784,29.95,2.0
61.0,-13.0,8.0,-10.04,4.558074,29.95,2.0
61.0,-13.0,8.0,3.21,4.552957,29.93,2.0
61.0,-13.0,8.0,6.52,4.558074,29.93,2.0
61.0,-13.0,8.0,3.41,4.552957,29.93,2.0
61.0,-13.0,8.0,-7.29,4.556795,29.93,2.0
61.0,-13.0,8.0,-15.25,4.554236,29.95,2.0
61.0,-13.0,8.0,6.25,4.558074,29.95,2.0
61.0,-13.0,8.0,9.23,4.559353,29.95,2.0
61.0,-13.0,8.0,-1.31,4.558074,29.95,2.0
61.0,-13.0,8.0,-15.45,4.552957,29.97,2.0
61.0,-13.0,8.0,6.17,4.551678,29.97,2.0
61.0,-13.0,8.0,7.7,4.555516,29.97,2.0
61.0,-13.0,8.0,1.62,4.559353,29.97,2.0
60.0,-14.0,8.0,-10.22,4.558074,29.95,2.0
61.0,-14.0,7.0,5.92,4.563191,29.95,2.0
61.0,-14.0,8.0,3.61,4.559353,29.95,2.0
61.0,-14.0,8.0,1.7,4.56447,29.95,2.0
61.0,-14.0,7.0,-13.15,4.559353,29.97,2.0
61.0,-14.0,8.0,6.54,4.56447,29.97,2.0
61.0,-14.0,8.0,5.87,4.558074,29.97,2.0
61.0,-14.0,8.0,-6.64,4.563191,29.97,2.0
61.0,-14.0,8.0,5.98,4.554236,29.97,2.0
61.0,-14.0,8.0,5.83,4.56447,29.97,2.0
61.0,-14.0,8.0,-7.1,4.559353,29.97,2.0
61.0,-14.0,8.0,11.46,4.563191,29.97,2.0
61.0,-13.0,8.0,1.57,4.558074,29.99,2.0
61.0,-14.0,8.0,-13.56,4.561912,29.99,2.0
61.0,-13.0,8.0,11.34,4.556795,29.99,2.0
61.0,-14.0,8.0,9.37,4.560633,29.99,2.0
61.0,-14.0,8.0,1.52,4.558074,30.01,2.0
61.0,-13.0,8.0,-5.6,4.56447,30.01,2.0
61.0,-14.0,8.0,-17.66,4.555516,30.01,2.0
61.0,-13.0,8.0,9.67,4.551678,30.01,2.0
61.0,-13.0,8.0,6.29,4.559353,30.01,2.0
61.0,-13.0,8.0,-1.71,4.560633,30.01,2.0
61.0,-13.0,8.0,-9.33,4.561912,30.01,2.0
61.0,-13.0,8.0,-14.53,4.560633,30.01,2.0
61.0,-13.0,8.0,3.28,4.563191,30.01,2.0
61.0,-13.0,8.0,5.28,4.561912,30.01,2.0
61.0,-13.0,8.0,-2.02,4.561912,30.01,2.0
61.0,-13.0,8.0,-2.09,4.56447,30.01,2.0
61.0,-13.0,8.0,-2.62,4.563191,30.03,2.0
61.0,-13.0,8.0,6.47,4.561912,30.03,2.0
61.0,-13.0,8.0,2.78,4.555516,30.03,2.0
61.0,-13.0,8.0,0.11,4.563191,30.03,2.0
60.0,-13.0,8.0,-5.56,4.563191,30.03,2.0
61.0,-13.0,8.0,2.97,4.561912,30.03,2.0
61.0,-13.0,8.0,3.6,4.567029,30.03,2.0
61.0,-13.0,8.0,-0.82,4.567029,30.03,2.0
61.0,-13.0,8.0,-5.54,4.569587,30.03,2.0
61.0,-13.0,8.0,-0.27,4.569587,30.03,2.0
61.0,-13.0,8.0,1.73,4.546561,30.03,2.0
61.0,-13.0,8.0,-1.15,4.56447,30.03,2.0
61.0,-13.0,8.0,-6.12,4.560633,30.03,2.0
61.0,-13.0,8.0,3.53,4.56575,30.03,2.0
61.0,-13.0,8.0,0.92,4.56575,30.03,2.0
61.0,-13.0,8.0,-6.55,4.568308,30.03,2.0
61.0,-14.0,8.0,6.4,4.56447,30.05,2.0
61.0,-13.0,8.0,3.91,4.574704,30.05,2.0
61.0,-14.0,8.0,-1.29,4.567029,30.05,2.0
61.0,-14.0,8.0,-5.4,4.575984,30.05,2.0
61.0,-14.0,8.0,5.8,4.579822,30.05,2.0
61.0,-14.0,8.0,1.52,4.586218,30.05,2.0
61.0,-14.0,7.0,-8.18,4.584939,30.05,2.0
61.0,-14.0,8.0,7.13,4.591335,30.05,2.0
61.0,-14.0,8.0,2.82,4.5811,30.07,2.0
61.0,-14.0,7.0,-6.74,4.597731,30.07,2.0
61.0,-14.0,7.0,5.04,4.591335,30.07,2.0
61.0,-14.0,7.0,3.71,4.597731,30.07,2.0
61.0,-14.0,8.0,-3.41,4.595172,30.07,2.0
61.0,-14.0,8.0,7.61,4.600289,30.07,2.0
61.0,-14.0,7.0,1.94,4.595172,30.07,2.0
61.0,-14.0,8.0,-10.22,4.59901,30.07,2.0
61.0,-14.0,8.0,7.72,4.597731,30.07,2.0
61.0,-14.0,8.0,1.37,4.59901,30.07,2.0
61.0,-14.0,8.0,-12.64,4.596452,30.07,2.0
61.0,-14.0,8.0,11.11,4.592614,30.07,2.0
61.0,-13.0,8.0,8.51,4.593893,30.09,2.0
61.0,-14.0,8.0,-2.02,4.602848,30.09,2.0
61.0,-14.0,8.0,-5.83,4.595172,30.09,2.0
61.0,-13.0,8.0,-8.06,4.602848,30.09,2.0
61.0,-13.0,8.0,10.23,4.59901,30.09,2.0
61.0,-14.0,8.0,5.57,4.607965,30.09,2.0
61.0,-13.0,8.0,-1.62,4.59901,30.09,2.0
61.0,-13.0,8.0,-10.28,4.604127,30.09,2.0
61.0,-13.0,8.0,7.99,4.59901,30.11,2.0
61.0,-13.0,8.0,6.5,4.606686,30.11,2.0
61.0,-13.0,8.0,0.59,4.592614,30.11,2.0
61.0,-13.0,8.0,-6.42,4.604127,30.11,2.0
61.0,-13.0,8.0,-5.98,4.59901,30.11,2.0
61.0,-13.0,8.0,4.23,4.609244,30.11,2.0
61.0,-13.0,8.0,2.77,4.600289,30.11,2.0
61.0,-13.0,8.0,-5.32,4.605406,30.11,2.0
61.0,-13.0,8.0,-9.92,4.597731,30.13,2.0
61.0,-13.0,8.0,4.52,4.609244,30.13,2.0
61.0,-13.0,8.0,3.02,4.606686,30.13,2.0
61.0,-13.0,8.0,-2.98,4.606686,30.13,2.0
61.0,-13.0,8.0,-8.87,4.606686,30.11,2.0
61.0,-13.0,8.0,4.67,4.606686,30.11,2.0
61.0,-13.0,8.0,5.04,4.600289,30.11,2.0
61.0,-13.0,8.0,-4.78,4.610523,30.11,2.0
61.0,-13.0,8.0,-8.0,4.600289,30.15,2.0
61.0,-13.0,8.0,4.93,4.611803,30.15,2.0
61.0,-13.0,8.0,3.23,4.601569,30.15,2.0
61.0,-13.0,8.0,-6.69,4.610523,30.15,2.0
61.0,-13.0,8.0,2.18,4.601569,30.13,2.0
61.0,-13.0,8.0,4.59,4.613082,30.13,2.0
61.0,-13.0,8.0,0.21,4.601569,30.13,2.0
61.0,-13.0,8.0,-11.6,4.610523,30.13,2.0
61.0,-13.0,8.0,9.81,4.592614,30.13,2.0
61.0,-13.0,8.0,6.51,4.611803,30.13,2.0
61.0,-13.0,8.0,-8.09,4.609244,30.13,2.0
61.0,-13.0,8.0,-6.17,4.611803,30.13,2.0
61.0,-14.0,7.0,4.15,4.610523,30.13,2.0
61.0,-13.0,8.0,0.75,4.613082,30.13,2.0
61.0,-13.0,8.0,-8.62,4.611803,30.13,2.0
61.0,-13.0,8.0,5.98,4.613082,30.13,2.0
61.0,-14.0,7.0,7.05,4.61692,30.15,2.0
61.0,-13.0,8.0,-1.5,4.620758,30.15,2.0
61.0,-14.0,7.0,-5.91,4.61692,30.15,2.0
61.0,-14.0,7.0,6.29,4.606686,30.15,2.0
61.0,-14.0,8.0,0.62,4.613082,30.17,2.0
61.0,-14.0,8.0,-12.48,4.61692,30.17,2.0
61.0,-14.0,7.0,8.32,4.614361,30.17,2.0
61.0,-14.0,8.0,-2.71,4.614361,30.17,2.0
61.0,-14.0,8.0,-7.92,4.613082,30.15,2.0
61.0,-14.0,7.0,9.24,4.609244,30.15,2.0
61.0,-14.0,8.0,-2.08,4.611803,30.15,2.0
61.0,-14.0,8.0,-1.76,4.607965,30.15,2.0
61.0,-14.0,8.0,6.69,4.609244,30.17,2.0
60.0,-14.0,8.0,-3.26,4.606686,30.17,2.0
61.0,-14.0,7.0,-7.21,4.579822,30.17,2.0
61.0,-14.0,8.0,9.26,4.597731,30.17,2.0
61.0,-13.0,7.0,1.86,4.59901,30.17,2.0
61.0,-13.0,7.0,-4.42,4.596452,30.17,2.0
61.0,-13.0,8.0,-11.24,4.59901,30.17,2.0
61.0,-13.0,8.0,9.62,4.597731,30.17,2.0
61.0,-13.0,7.0,7.22,4.601569,30.19,2.0
61.0,-13.0,8.0,-0.14,4.59901,30.19,2.0
61.0,-13.0,7.0,-6.71,4.605406,30.19,2.0
61.0,-13.0,8.0,-12.42,4.604127,30.19,2.0
61.0,-13.0,8.0,6.46,4.604127,30.17,2.0
61.0,-13.0,8.0,4.2,4.602848,30.17,2.0
61.0,-13.0,8.0,-3.85,4.605406,30.17,2.0
61.0,-13.0,8.0,-10.68,4.605406,30.17,2.0
61.0,-13.0,8.0,7.38,4.605406,30.19,2.0
61.0,-13.0,8.0,6.98,4.610523,30.19,2.0
61.0,-13.0,8.0,0.22,4.605406,30.19,2.0
61.0,-13.0,8.0,-8.0,4.606686,30.19,2.0
61.0,-13.0,8.0,-11.13,4.605406,30.17,2.0
61.0,-13.0,7.0,8.5,4.614361,30.17,2.0
61.0,-13.0,8.0,3.65,4.607965,30.17,2.0
61.0,-13.0,8.0,-3.75,4.606686,30.17,2.0
61.0,-13.0,8.0,-14.73,4.588776,30.17,2.0
61.0,-13.0,8.0,8.48,4.607965,30.17,2.0
61.0,-13.0,8.0,8.57,4.59901,30.17,2.0
61.0,-13.0,8.0,-3.15,4.606686,30.17,2.0
61.0,-13.0,8.0,-13.19,4.597731,30.17,2.0
61.0,-13.0,7.0,10.91,4.606686,30.17,2.0
61.0,-13.0,8.0,9.76,4.596452,30.17,2.0
61.0,-13.0,8.0,-3.84,4.607965,30.17,2.0
61.0,-13.0,8.0,-13.65,4.59901,30.17,2.0
61.0,-13.0,8.0,13.06,4.606686,30.17,2.0
61.0,-13.0,8.0,6.54,4.605406,30.17,2.0
61.0,-13.0,8.0,-2.78,4.59901,30.17,2.0
61.0,-13.0,8.0,-14.7,4.602848,30.19,2.0
61.0,-13.0,8.0,9.67,4.604127,30.19,2.0
61.0,-14.0,8.0,5.04,4.605406,30.19,2.0
61.0,-14.0,8.0,-1.92,4.605406,30.19,2.0
61.0,-13.0,8.0,-13.36,4.606686,30.19,2.0
61.0,-14.0,8.0,8.72,4.613082,30.19,2.0
61.0,-14.0,8.0,5.32,4.607965,30.19,2.0
61.0,-14.0,8.0,-2.3,4.607965,30.19,2.0
61.0,-14.0,8.0,-13.49,4.59901,30.21,2.0
61.0,-14.0,8.0,6.79,4.609244,30.21,2.0
61.0,-14.0,8.0,3.53,4.591335,30.21,2.0
61.0,-14.0,7.0,-8.97,4.609244,30.21,2.0
60.0,-14.0,8.0,3.77,4.59901,30.17,2.0
61.0,-14.0,8.0,5.81,4.613082,30.17,2.0
61.0,-14.0,7.0,-3.32,4.606686,30.17,2.0
61.0,-14.0,8.0,4.24,4.607965,30.17,2.0
61.0,-14.0,8.0,1.98,4.607965,30.21,2.0
61.0,-14.0,8.0,-4.25,4.614361,30.21,2.0
61.0,-14.0,8.0,5.12,4.615641,30.21,2.0
61.0,-14.0,8.0,6.33,4.609244,30.21,2.0
61.0,-14.0,8.0,-2.63,4.604127,30.21,2.0
61.0,-14.0,7.0,-7.41,4.604127,30.21,2.0
61.0,-14.0,8.0,8.43,4.602848,30.21,2.0
61.0,-14.0,8.0,3.08,4.605406,30.21,2.0
61.0,-14.0,8.0,-1.56,4.600289,30.21,2.0
61.0,-14.0,8.0,-5.84,4.607965,30.21,2.0
61.0,-14.0,8.0,-7.34,4.600289,30.21,2.0
61.0,-14.0,8.0,7.92,4.605406,30.21,2.0
61.0,-13.0,8.0,3.65,4.597731,30.25,2.0
61.0,-14.0,8.0,-0.4,4.606686,30.25,2.0
61.0,-14.0,8.0,-5.94,4.597731,30.25,2.0
61.0,-13.0,8.0,-3.41,4.59901,30.25,2.0
61.0,-13.0,8.0,4.04,4.587497,30.21,2.0
61.0,-13.0,8.0,4.27,4.59901,30.21,2.0
61.0,-13.0,8.0,-2.02,4.591335,30.21,2.0
61.0,-13.0,8.0,-9.23,4.595172,30.21,2.0
61.0,-13.0,8.0,5.55,4.591335,30.23,2.0
61.0,-13.0,8.0,7.5,4.601569,30.23,2.0
61.0,-13.0,8.0,0.8,4.591335,30.23,2.0
61.0,-13.0,8.0,-2.74,4.595172,30.23,2.0
61.0,-13.0,8.0,-12.42,4.596452,30.21,2.0
61.0,-13.0,8.0,8.46,4.595172,30.21,2.0
61.0,-13.0,8.0,8.06,4.591335,30.21,2.0
61.0,-13.0,8.0,-0.71,4.586218,30.21,2.0
61.0,-13.0,7.0,-5.55,4.590055,30.23,2.0
61.0,-13.0,8.0,-11.89,4.591335,30.23,2.0
61.0,-13.0,8.0,10.32,4.56447,30.23,2.0
61.0,-13.0,8.0,5.0,4.583659,30.23,2.0
61.0,-13.0,8.0,-3.07,4.58238,30.23,2.0
61.0,-13.0,8.0,-12.04,4.590055,30.23,2.0
61.0,-13.0,8.0,12.58,4.584939,30.23,2.0
61.0,-13.0,8.0,8.41,4.590055,30.23,2.0
61.0,-13.0,8.0,-2.86,4.584939,30.27,2.0
61.0,-13.0,7.0,-10.51,4.588776,30.27,2.0
61.0,-13.0,8.0,8.81,4.577263,30.27,2.0
61.0,-13.0,8.0,6.77,4.586218,30.27,2.0
61.0,-13.0,8.0,-1.25,4.583659,30.27,2.0
61.0,-13.0,8.0,-10.67,4.587497,30.27,2.0
61.0,-13.0,7.0,8.25,4.583659,30.27,2.0
61.0,-13.0,8.0,8.65,4.588776,30.27,2.0
61.0,-13.0,7.0,-2.76,4.583659,30.25,2.0
61.0,-13.0,8.0,-10.9,4.592614,30.25,2.0
61.0,-13.0,8.0,10.49,4.590055,30.25,2.0
61.0,-13.0,8.0,6.88,4.587497,30.25,2.0
61.0,-13.0,8.0,-0.75,4.584939,30.29,2.0
61.0,-13.0,7.0,-11.33,4.584939,30.29,2.0
61.0,-13.0,7.0,7.98,4.583659,30.29,2.0
61.0,-13.0,8.0,8.05,4.588776,30.29,2.0
61.0,-13.0,8.0,0.66,4.586218,30.25,2.0
61.0,-13.0,8.0,-8.49,4.587497,30.25,2.0
61.0,-13.0,8.0,2.79,4.588776,30.25,2.0
61.0,-13.0,8.0,6.21,4.590055,30.25,2.0
61.0,-14.0,8.0,2.18,4.591335,30.27,2.0
61.0,-14.0,8.0,-3.44,4.591335,30.27,2.0
61.0,-14.0,8.0,-11.89,4.591335,30.27,2.0
61.0,-14.0,8.0,4.68,4.591335,30.27,2.0
61.0,-14.0,8.0,2.33,4.584939,30.29,2.0
61.0,-14.0,8.0,-4.92,4.597731,30.29,2.0
61.0,-14.0,8.0,0.1,4.593893,30.29,2.0
61.0,-15.0,8.0,3.44,4.593893,30.29,2.0
61.0,-14.0,8.0,-1.63,4.590055,30.29,2.0
61.0,-15.0,8.0,-6.02,4.592614,30.29,2.0
61.0,-15.0,7.0,6.99,4.588776,30.29,2.0
61.0,-15.0,7.0,-1.72,4.591335,30.29,2.0
61.0,-15.0,8.0,-0.77,4.588776,30.31,2.0
61.0,-14.0,7.0,4.04,4.590055,30.31,2.0
60.0,-15.0,7.0,-4.99,4.584939,30.31,2.0
61.0,-14.0,7.0,4.22,4.579822,30.31,2.0
61.0,-14.0,8.0,6.45,4.583659,30.29,2.0
61.0,-14.0,8.0,-4.57,4.586218,30.29,2.0
61.0,-14.0,8.0,2.32,4.58238,30.29,2.0
61.0,-14.0,7.0,6.26,4.584939,30.29,2.0
61.0,-14.0,8.0,3.65,4.584939,30.31,2.0
61.0,-14.0,8.0,-3.61,4.586218,30.31,2.0
61.0,-14.0,8.0,-8.87,4.58238,30.31,2.0
61.0,-14.0,8.0,7.9,4.590055,30.31,2.0
61.0,-14.0,8.0,8.36,4.590055,30.31,2.0
61.0,-14.0,8.0,-0.93,4.588776,30.31,2.0
61.0,-14.0,8.0,-5.84,4.58238,30.31,2.0
61.0,-13.0,8.0,-11.12,4.590055,30.31,2.0
61.0,-14.0,8.0,6.2,4.591335,30.33,2.0
61.0,-14.0,8.0,6.17,4.595172,30.33,2.0
61.0,-13.0,8.0,-2.1,4.592614,30.33,2.0
61.0,-13.0,8.0,-4.69,4.591335,30.33,2.0
61.0,-13.0,7.0,-5.03,4.592614,30.33,2.0
61.0,-13.0,8.0,6.66,4.592614,30.33,2.0
61.0,-13.0,8.0,3.21,4.593893,30.33,2.0
61.0,-13.0,7.0,-2.55,4.593893,30.33,2.0
61.0,-13.0,7.0,-10.22,4.593893,30.33,2.0
61.0,-13.0,8.0,5.87,4.586218,30.33,2.0
61.0,-13.0,8.0,7.31,4.593893,30.33,2.0
61.0,-13.0,7.0,-0.56,4.593893,30.33,2.0
61.0,-13.0,8.0,-9.05,4.593893,30.33,2.0
61.0,-13.0,8.0,5.83,4.591335,30.33,2.0
61.0,-13.0,8.0,5.17,4.593893,30.33,2.0
61.0,-13.0,8.0,-1.83,4.591335,30.33,2.0
61.0,-13.0,8.0,-3.24,4.592614,30.33,2.0
61.0,-13.0,8.0,-1.01,4.592614,30.33,2.0
61.0,-13.0,8.0,8.08,4.593893,30.33,2.0
61.0,-13.0,8.0,1.93,4.583659,30.33,2.0
61.0,-13.0,7.0,-7.48,4.586218,30.33,2.0
61.0,-13.0,8.0,-6.05,4.593893,30.33,2.0
61.0,-13.0,8.0,6.01,4.592614,30.33,2.0
61.0,-13.0,8.0,2.44,4.588776,30.33,2.0
61.0,-13.0,8.0,-7.88,4.592614,30.33,2.0
61.0,-13.0,8.0,3.45,4.586218,30.33,2.0
61.0,-13.0,8.0,6.58,4.567029,30.33,2.0
61.0,-13.0,8.0,-1.18,4.579822,30.33,2.0
61.0,-13.0,8.0,-10.09,4.583659,30.35,2.0
61.0,-13.0,8.0,9.11,4.583659,30.35,2.0
61.0,-13.0,8.0,4.58,4.586218,30.35,2.0
61.0,-13.0,8.0,-1.79,4.574704,30.35,2.0
61.0,-13.0,8.0,-11.22,4.584939,30.35,2.0
61.0,-13.0,8.0,8.23,4.583659,30.35,2.0
61.0,-13.0,7.0,4.8,4.591335,30.35,2.0
61.0,-13.0,8.0,-7.7,4.583659,30.35,2.0
61.0,-13.0,8.0,-3.38,4.590055,30.35,2.0
61.0,-13.0,7.0,9.34,4.583659,30.35,2.0
61.0,-14.0,8.0,1.72,4.587497,30.35,2.0
61.0,-14.0,8.0,-6.48,4.586218,30.35,2.0
61.0,-14.0,8.0,-6.44,4.587497,30.35,2.0
61.0,-14.0,7.0,5.33,4.584939,30.35,2.0
61.0,-14.0,8.0,-0.43,4.578542,30.35,2.0
61.0,-14.0,8.0,-7.61,4.583659,30.35,2.0
61.0,-14.0,7.0,4.96,4.586218,30.37,2.0
61.0,-14.0,7.0,3.45,4.583659,30.37,2.0
61.0,-14.0,7.0,-4.53,4.584939,30.37,2.0
61.0,-14.0,7.0,6.13,4.5811,30.37,2.0
60.0,-14.0,7.0,7.76,4.586218,30.39,2.0
61.0,-14.0,7.0,-9.04,4.584939,30.39,2.0
61.0,-14.0,7.0,8.65,4.586218,30.39,2.0
61.0,-14.0,7.0,5.35,4.5811,30.39,2.0
61.0,-14.0,7.0,-10.07,4.583659,30.37,2.0
61.0,-14.0,7.0,8.58,4.572146,30.37,2.0
61.0,-14.0,7.0,6.81,4.5811,30.37,2.0
61.0,-14.0,7.0,-4.43,4.577263,30.37,2.0
60.0,-14.0,8.0,-12.75,4.5811,30.37,2.0
61.0,-14.0,7.0,9.15,4.575984,30.37,2.0
61.0,-13.0,7.0,9.47,4.579822,30.37,2.0
61.0,-14.0,7.0,1.88,4.578542,30.37,2.0
61.0,-13.0,8.0,-6.41,4.578542,30.39,2.0
61.0,-13.0,7.0,-14.85,4.5811,30.39,2.0
61.0,-13.0,8.0,5.87,4.579822,30.39,2.0
61.0,-13.0,8.0,6.24,4.579822,30.39,2.0
61.0,-13.0,7.0,-1.04,4.573425,30.39,2.0
61.0,-13.0,7.0,-7.81,4.5811,30.39,2.0
61.0,-13.0,7.0,-3.63,4.578542,30.39,2.0
61.0,-13.0,8.0,6.94,4.578542,30.39,2.0
61.0,-13.0,8.0,3.17,4.578542,30.39,2.0
61.0,-13.0,8.0,-3.04,4.579822,30.39,2.0
61.0,-13.0,8.0,-11.23,4.578542,30.39,2.0
61.0,-13.0,8.0,7.86,4.574704,30.39,2.0
61.0,-13.0,8.0,6.73,4.583659,30.41,2.0
61.0,-13.0,8.0,0.31,4.5811,30.41,2.0
61.0,-13.0,8.0,-6.14,4.578542,30.41,2.0
61.0,-13.0,8.0,-2.94,4.572146,30.41,2.0
61.0,-13.0,8.0,8.39,4.578542,30.41,2.0
61.0,-13.0,8.0,1.45,4.578542,30.41,2.0
61.0,-13.0,7.0,-6.08,4.570867,30.41,2.0
61.0,-13.0,8.0,-11.9,4.579822,30.41,2.0
61.0,-13.0,8.0,8.55,4.578542,30.41,2.0
61.0,-13.0,8.0,3.74,4.584939,30.41,2.0
61.0,-13.0,7.0,-5.97,4.577263,30.41,2.0
61.0,-13.0,8.0,-12.09,4.579822,30.41,2.0
61.0,-13.0,8.0,8.05,4.574704,30.41,2.0
61.0,-13.0,7.0,5.29,4.58238,30.41,2.0
61.0,-13.0,7.0,-6.52,4.567029,30.41,2.0
61.0,-13.0,7.0,-9.57,4.577263,30.41,2.0
